group_key,offset,absolute_address,size,changed_bytes,changed_ratio,unique_window_values,per_run_sha256_16,classification,notes
ff200000_ff208000,0x4070,0xff204070,32,32,1.0,5,"8ec811c256c3179d,4b8d13f50848a357,3e1da03faf98dfff,e52782b23bb89c19,e63dc5496b1cd089",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x5e30,0xff205e30,32,32,1.0,5,"75f85a812720b980,78210b868d9b863f,fd9c3d368c6886d4,9fa30b059a2a6895,d8354961beec9a53",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x6d30,0xff206d30,32,32,1.0,5,"ba9adc251620147e,df6e151214d67f59,35a108bb1c58b217,a10035ca6b87a718,140b4dd25fba9a34",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x7130,0xff207130,32,32,1.0,5,"aedff461a727cb07,05ce7894bf2acf95,310bd97748059e5a,568eba7436ffd5c9,8962f9875fae3715",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x78b0,0xff2078b0,32,32,1.0,5,"bfa0fa054d135264,64ba4743c2875bbd,b33d0a344d9decfc,8962f9875fae3715,ce05415897dd4fac",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x7a70,0xff207a70,32,32,1.0,5,"13746ea725b35dd4,ba9adc251620147e,8ec811c256c3179d,9b59b5c5b9a08c65,000fd2a889747e8b",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x7bb0,0xff207bb0,32,32,1.0,5,"77e3b89b1e35fee9,feb128505ac86d63,cc37d635add66320,e7ba1cbf999ba56b,739086d655d4e8b4",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x0f30,0xff200f30,32,32,1.0,4,"884e36f1feb873bb,884e36f1feb873bb,dfb6ce7af1f13987,43ba6b02172a64d0,6ce81eacacc23fb6",mixed,some runs share values and some differ
ff200000_ff208000,0x5eb0,0xff205eb0,32,32,1.0,4,"cb2e05cc949b0d52,3bf22b7ceb945874,310bd97748059e5a,6ce81eacacc23fb6,310bd97748059e5a",mixed,some runs share values and some differ
ff200000_ff208000,0x7c70,0xff207c70,32,32,1.0,4,"7c0a093d596f4d86,8962f9875fae3715,968026e5e3bf1054,430eea78771d22bc,968026e5e3bf1054",mixed,some runs share values and some differ
ff200000_ff208000,0x6930,0xff206930,32,31,0.9688,5,"1d98df610a80f74d,cdcd0c4dfe633777,d2571c282f086f9d,b845f66ca8b5a1d0,071e819f1542d7c6",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x6938,0xff206938,32,31,0.9688,5,"6714745d289d274e,566a19dd97dffcdf,ce1a19a726305cb7,c8c1f957430a83e1,ab9ab5057009f5d7",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x6c70,0xff206c70,32,31,0.9688,5,"a5f47c9d227eaa83,c5cbe3cb2bc35fa3,dae60f3a10232c29,b518dea8ab9b625f,dacd2248e2748b8d",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x6c78,0xff206c78,32,31,0.9688,5,"0611c29ad45d48e3,bb1eb6792a95ccbe,7ff473a5b50874ea,d107e4a5c472f5f2,29755ce561448e36",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x6c80,0xff206c80,32,31,0.9688,5,"be43911c0bedf144,6f5af6889cfc43e5,f8b1b60b0b5e1658,099cad955783ee61,d7091e5784e0e44b",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x6cb0,0xff206cb0,32,31,0.9688,5,"7011984e69420f47,14261774eca65bf3,cb4839d2fe78f289,98d7487559727dfc,6697b1461e7bb3cd",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x6cb8,0xff206cb8,32,31,0.9688,5,"d29217a0d73bcbb5,46a0290d17122698,9c8e2b144f64f40f,67fbb8d937d79015,f59940502730d5fb",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x6cc0,0xff206cc0,32,31,0.9688,5,"3dbdde4b3f5a54d3,b7f73b2ca450272b,f3af7cd8c3e1ee4a,531afdfb57f80e49,6530ff88f30b4d00",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x6cf0,0xff206cf0,32,31,0.9688,5,"a76330c26f53b5a9,f395e8c6388d8f27,8d443331adebea50,da2ae84f87dce117,9af17fde88c56f8d",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x6cf8,0xff206cf8,32,31,0.9688,5,"cc711f5baa33d212,e9fe67a66a770b10,84f4aa02933fe681,b8abd945dae4da51,2febd60e41842b51",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x6d00,0xff206d00,32,31,0.9688,5,"ce00b9d8eae44aad,8e9e2c109b80edc7,7e52d68107472b5e,57a5c5251b9b221c,3e801a142209fae5",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x6db8,0xff206db8,32,31,0.9688,5,"595987e321cb044c,3bc025180f3882f5,6360cecdeb0da8f4,bfc2432a474962dd,346d005b6b8c9144",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x7570,0xff207570,32,31,0.9688,5,"e4d6e6923b4d4892,76f8a4758e73a624,4f97efc04f1ab8dc,47f9104cd155bcb1,178a12239be68d54",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x75f0,0xff2075f0,32,31,0.9688,5,"1aebd9eb9bdb8514,0832aba403205092,fa3db4d7099aa03d,769d1a7e359ec178,769eb0edee6aa975",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x6dc0,0xff206dc0,32,31,0.9688,4,"645c93f1d055717e,625d64306bc0cc70,625d64306bc0cc70,a654e0134eb0d6b9,e136efccee3ee940",mixed,some runs share values and some differ
ff200000_ff208000,0x13b8,0xff2013b8,32,30,0.9375,5,"8347cb3d2874ae5d,78ca2066b5e25705,93f2435383c92e55,4e6b688e411285cf,e9e46692188b607a",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x6dc8,0xff206dc8,32,30,0.9375,5,"f27a938aac43f24b,916379af6614f63b,f02ece7192b0de28,d7b1044fe37ae059,66e68bb8bea4263d",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x7cb8,0xff207cb8,32,30,0.9375,4,"36937a8c6247321b,bfc61300edadfef7,0e0bd3caa01759ac,0e0bd3caa01759ac,b557771918506cc9",mixed,some runs share values and some differ
ff200000_ff208000,0x2d68,0xff202d68,32,29,0.9062,5,"406af22d9dbd8528,be57a64610f87f6f,968026e5e3bf1054,727c589f18576fb2,ced94784378f8534",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x4778,0xff204778,32,29,0.9062,5,"e3aa5bc13f4b3919,8491d6082299d8ad,0e290f127cd02fcf,54150a27a27ff4b3,9c7d1294826389d5",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x4780,0xff204780,32,29,0.9062,5,"8ecb09ed5e8981d6,80e49292d3869d73,a9301bcb829fb61f,db8cab72b74b85e1,b92f9c7b30485f65",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x6200,0xff206200,32,29,0.9062,5,"f0caef8527d81632,95fd25100f44a0a5,3d2241b420b09a11,36f253fa2ffbc116,bce3c5870be4263a",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x6280,0xff206280,32,29,0.9062,5,"bd67109f3061e443,fca994dbe7420c7e,c9cd4d43d4c9f271,b4ae495ea1bae37d,7e37b911f5ebc26e",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x6478,0xff206478,32,29,0.9062,5,"6fc45c1b32bc62fa,da2ab057cf2bab1b,afaaa0669b06a5ce,a4f51075f647ceeb,038489f3808d1c5d",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x65f0,0xff2065f0,32,29,0.9062,5,"d1349fa21fff5d25,44ee6a2f0aab802f,b361082f8a0480c4,d32e7805deaf9ea6,d16be8baaf5ae26d",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x6860,0xff206860,32,29,0.9062,5,"32ed842991e15fea,6f09f2b23d8ce747,3114c7d3c1122e18,f05c98ea037f63d8,830831c8355335fb",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x7138,0xff207138,32,29,0.9062,5,"ce05415897dd4fac,41c9aad387c8187c,ba9adc251620147e,5ecb9507ae0e6558,6641b287576b1a63",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x78b8,0xff2078b8,32,29,0.9062,5,"568eba7436ffd5c9,4330348d050e2750,1a810babdbbf4b40,739086d655d4e8b4,7d45b5be711639b3",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x6400,0xff206400,32,29,0.9062,4,"790aa2e270747c0c,e405e07daeba300b,b5ac500e3bad5f66,06754314a118ad6f,790aa2e270747c0c",mixed,some runs share values and some differ
ff200000_ff208000,0x0030,0xff200030,32,28,0.875,5,"73a815ee65e4ce25,a121babc58a31e85,77e3b89b1e35fee9,20e8d6ceee1e1b87,5b53079624eb3ad3",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x0230,0xff200230,32,28,0.875,5,"4ceb5f1d2a93c84a,2316b433e82f77db,6a39e4e9d10c4d19,c2362189345e7ee9,b4916e73014c2966",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x02b0,0xff2002b0,32,28,0.875,5,"6ce81eacacc23fb6,35a8c8017a0103aa,9cc5a19c123f68a7,b24ea4c5df50250f,c13bb9f512e5c36a",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x0370,0xff200370,32,28,0.875,5,"215a8d6d40fcb055,2a00cb81be7d0d2d,0edffff739135586,6e5cc98523b4f825,739086d655d4e8b4",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x0530,0xff200530,32,28,0.875,5,"13746ea725b35dd4,968026e5e3bf1054,ce05415897dd4fac,739086d655d4e8b4,a1d18c88736c1ae5",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x05b0,0xff2005b0,32,28,0.875,5,"04376c6295bf3341,1fb2724ece882f46,ee1a1f2cadacedde,7aa7fdcc233ef581,eb2321c8ffcd8e64",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x08b0,0xff2008b0,32,28,0.875,5,"4d1376200d124c0c,cc37d635add66320,9c53d0678bc826ec,ce05415897dd4fac,ee1a1f2cadacedde",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x0930,0xff200930,32,28,0.875,5,"4ce14f04e85a8118,3f4cea8dfe36b8d5,fe4e65405730eb80,2a9acec7e2247162,229830dbffeb9514",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x0970,0xff200970,32,28,0.875,5,"03fe28a89b08e4c2,d8354961beec9a53,13746ea725b35dd4,cb2e05cc949b0d52,39d8538f2f85969e",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x1130,0xff201130,32,28,0.875,5,"95d56076c7e36266,3f4cea8dfe36b8d5,8962f9875fae3715,9cc5a19c123f68a7,6a6434cae3c21fce",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x14b0,0xff2014b0,32,28,0.875,5,"b43669168e6cb38c,c2c85831b3ae631a,710cee6647024ac7,ebdda094bb6203c3,9cc5a19c123f68a7",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x1570,0xff201570,32,28,0.875,5,"225e25045657021e,a21f870b1543ea75,209e182c3df6b797,51037f14e037467e,739086d655d4e8b4",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x1670,0xff201670,32,28,0.875,5,"d46effd31d460be6,f93133b28eefa06a,6a6655a3fd28f083,ba9adc251620147e,000fd2a889747e8b",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x1778,0xff201778,32,28,0.875,5,"76042e01a5f1572b,01d17f458f5f0c86,2aab1386ba07f32e,9f5f1dcd13b90319,17fed38557ec0136",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x19b0,0xff2019b0,32,28,0.875,5,"6ce81eacacc23fb6,3b5c7b6f884be464,d8354961beec9a53,229830dbffeb9514,92d6a4f8aa4966bb",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x1ab0,0xff201ab0,32,28,0.875,5,"7458e1cc6e088cca,61e59241f3be4ac9,0e64ae3bb3b9bc95,3bd63649a00390a7,6ce81eacacc23fb6",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x1c30,0xff201c30,32,28,0.875,5,"6a6434cae3c21fce,799d5b3835f2ea61,04376c6295bf3341,2b6757e89b012f96,5136f31ca7689ea4",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x1c70,0xff201c70,32,28,0.875,5,"9a3d374218a2bfd4,e6e155963cc5d207,7f198027b24c5a31,1244567a59414699,55cb602e686156a1",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x1cf0,0xff201cf0,32,28,0.875,5,"3e1da03faf98dfff,b24ea4c5df50250f,35a8c8017a0103aa,388bce3b84189a06,32e46009b8bda7fa",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x1f30,0xff201f30,32,28,0.875,5,"73a815ee65e4ce25,736519eebde80ea1,ab4506c0b9a739ec,57a5046d105b25e7,799d5b3835f2ea61",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x20b0,0xff2020b0,32,28,0.875,5,"ff3d127baa8c165b,0ed6a19632d4e69c,0e64ae3bb3b9bc95,f1a140445136eff3,3b5c7b6f884be464",all_runs_unique,possible freshness/session state/random/counter material
ff200000_ff208000,0x20b8,0xff2020b8,32,28,0.875,5,"280801fc3fbd785c,98f435c01c229de9,0c310172bb14d57a,443026f660f6001b,b9cb147edd45a5ea",all_runs_unique,possible freshness/session state/random/counter material
